DATE,TIME,TEMPERATURE,DEWPOT,HUMIDITY,WIND,WIND_SPEED,WIND_GUST,PRESSURE,PRECIPITATION,CONDITION,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
12/11/2007,1:00 PM,45,37,76,NNW,12,0,30.04,0,1,1.382,0.054,238.93,5.8,0,0,18
12/11/2007,1:30 PM,45,37,76,N,13,0,30.04,0,1,3.764,0.07,235.08,16,0,36,16
12/11/2007,2:00 PM,45,37,76,NNW,15,0,30.04,0,1,1.922,0.13,241.39,8,0,3,18
12/11/2007,2:30 PM,45,37,76,N,15,0,30.04,0,1,2.464,0,241.54,10.2,0,17,17
12/11/2007,3:00 PM,45,36,71,N,10,0,30.04,0,0,1.69,0.184,242.48,7,0,2,18
12/11/2007,3:30 PM,45,36,71,N,9,0,30.04,0,0,1.674,0.086,242.34,7,0,0,18
12/11/2007,4:00 PM,46,36,66,N,12,0,30.04,0,1,1.846,0.162,243.02,7.6,0,4,18
12/11/2007,4:30 PM,46,36,66,N,10,0,30.04,0,1,2.996,0.356,240.25,12.6,0,1,17
12/11/2007,5:00 PM,39,36,87,NNE,16,28,30.07,0,1,1.746,0.116,237.33,7.4,0,0,0
12/11/2007,5:30 PM,39,36,87,NNE,8,0,30.07,0,1,2.54,0,235.61,10.8,0,0,0
12/11/2007,6:00 PM,39,37,93,NNW,5,0,30.07,0,1,2.844,0.126,236,12,0,1,0
12/11/2007,6:30 PM,41,37,87,N,6,0,30.1,0,1,1.548,0.088,236.36,6.6,0,0,0
12/11/2007,7:00 PM,41,37,87,NNW,12,0,30.1,0,1,2.632,0.084,237.85,11,0,0,0
12/11/2007,7:30 PM,39,36,87,NNW,6,0,30.1,0,1,3.006,0.148,238.54,12.6,0,0,18
12/11/2007,8:00 PM,39,36,87,NW,6,0,30.1,0,0,3.036,0.058,239.91,12.6,0,0,18
12/11/2007,8:30 PM,39,36,87,NNW,9,0,30.1,0,0,2.82,0.072,238.99,11.8,0,0,17
12/11/2007,9:00 PM,39,36,87,NNW,7,0,30.13,0,0,2.792,0.212,238.65,11.6,0,0,18
12/11/2007,9:30 PM,39,36,87,NNW,7,0,30.13,0,0,2.026,0.088,239.39,8.6,0,0,9
12/11/2007,10:00 PM,37,36,93,NNW,6,0,30.13,0,0,1.072,0,242.49,4.4,1,0,0
12/11/2007,10:30 PM,37,36,93,NNW,7,0,30.13,0,0,1.306,0.114,242.64,5.4,1,0,0
12/11/2007,11:00 PM,37,36,93,NNW,7,0,30.13,0,0,1.658,0.166,246.2,6.6,0,0,19
12/11/2007,11:30 PM,37,34,87,NNW,7,0,30.13,0,0,0.312,0.076,247.64,1.4,0,0,0
12/12/2007,12:00 AM,36,34,93,NNW,5,0,30.16,0,0,0.29,0.078,246.12,1.2,0,0,0
12/12/2007,12:30 AM,36,34,93,NNW,5,0,30.16,0,0,0.222,0,248.28,0.8,0,0,0
12/12/2007,1:00 AM,32,30,93,NNW,6,0,30.16,0,0,0.318,0.098,241.99,1.4,0,0,0
12/12/2007,1:30 AM,32,30,93,NW,6,0,30.16,0,0,0.296,0.086,242.03,1.2,0,1,0
12/12/2007,2:00 AM,32,30,93,NW,6,0,30.16,0,0,0.218,0,245.17,0.8,0,0,0
12/12/2007,2:30 AM,32,30,93,NW,6,0,30.16,0,0,0.32,0.108,245.14,1.4,0,0,0
12/12/2007,3:00 AM,32,0,100,NW,5,0,30.16,0,0,0.218,0,245.18,0.8,0,0,0
12/12/2007,3:30 AM,34,34,100,NNW,6,0,30.16,0,0,0.384,0.21,246.78,1.8,0,2,0
12/12/2007,4:00 AM,32,30,93,NNW,5,0,30.19,0,0,0.32,0.114,246.56,1.4,0,0,0
12/12/2007,4:30 AM,32,30,93,CALM,0,0,30.19,0,0,0.218,0,245.48,0.8,0,0,0
12/12/2007,5:00 AM,30,30,100,WNW,3,0,30.19,0,0,0.29,0.07,243.17,1.2,0,0,0
12/12/2007,5:30 AM,30,30,100,CALM,0,0,30.19,0,0,0.314,0.106,244.29,1.4,0,0,0
12/12/2007,6:00 AM,30,30,100,CALM,0,0,30.19,0,0,0.226,0,246.76,1,0,0,0
12/12/2007,6:30 AM,30,30,100,N,3,0,30.19,0,0,0.296,0.072,244.27,1.2,0,0,0
12/12/2007,7:00 AM,30,30,100,VAR,2,0,30.19,0,0,2.004,0.112,240.25,8.4,0,0,18
12/12/2007,7:30 AM,30,30,100,N,5,0,30.22,0,0,2.252,0,242.16,9.2,0,0,18
12/12/2007,8:00 AM,32,30,93,NNW,3,0,30.22,0,0,2.496,0.442,241.34,10.4,0,0,18
12/12/2007,8:30 AM,32,30,93,NW,3,0,30.22,0,0,1.632,0.088,241.27,6.6,0,0,18
12/12/2007,9:00 AM,32,0,100,NNW,3,0,30.22,0,0,1.63,0.106,238.03,6.8,0,0,17
12/12/2007,9:30 AM,32,0,100,VAR,2,0,30.25,0,0,1.578,0,241.7,6.4,0,0,18
12/12/2007,10:00 AM,34,0,93,VAR,2,0,30.25,0,0,1.546,0,241.63,6.4,0,0,18
12/12/2007,10:30 AM,34,34,100,NW,3,0,30.25,0,0,1.718,0.21,240.63,7.2,0,1,18
12/12/2007,11:00 AM,34,34,100,VAR,1,0,30.28,0,0,0.468,0,242.5,1.8,0,0,0
12/12/2007,11:30 AM,36,36,100,N,3,0,30.28,0,0,0.54,0.072,242.24,2.2,0,0,0
12/12/2007,12:00 PM,39,37,93,N,5,0,30.28,0,0,0.57,0.102,242.18,2.4,0,0,0
12/12/2007,12:30 PM,39,37,93,N,6,0,30.28,0,0,0.53,0.066,239.94,2.2,0,0,0
12/12/2007,1:00 PM,43,37,81,N,5,0,30.28,0,0,0.478,0,243.33,2,0,0,0
12/12/2007,1:30 PM,43,37,81,NE,7,0,30.28,0,0,0.566,0.104,242.91,2.4,0,0,0
12/12/2007,2:00 PM,43,37,81,NNE,8,0,30.25,0,0,0.558,0.132,244.47,2.2,1,1,0
12/12/2007,2:30 PM,45,37,76,NNE,9,0,30.25,0,0,0.466,0,245.79,1.8,1,0,0
12/12/2007,3:00 PM,43,36,76,NNE,9,0,30.25,0,0,0.572,0.128,246.04,2.4,2,0,0
12/12/2007,3:30 PM,45,37,76,NNE,7,0,30.25,0,1,2.756,0,243.8,11.2,39,0,0
12/12/2007,4:00 PM,43,36,76,NNE,9,0,30.25,0,1,1.414,0.076,245.96,5.6,0,0,19
12/12/2007,4:30 PM,41,36,81,NNE,8,0,30.25,0,0,1.34,0,246.54,5.4,0,0,18
12/12/2007,5:00 PM,39,36,87,NNE,8,0,30.28,0,0,0.92,0.122,243.82,3.8,0,0,0
12/12/2007,5:30 PM,39,36,87,NNE,6,0,30.28,0,0,0.958,0.202,240.37,4,0,2,0
12/12/2007,6:00 PM,39,36,87,NNE,8,0,30.28,0,0,0.914,0.184,240.83,3.8,0,0,0
12/12/2007,6:30 PM,39,36,87,NNE,9,0,30.28,0,0,2.8,0.262,235.65,11.8,0,0,0
12/12/2007,7:00 PM,39,36,87,NNE,12,0,30.28,0,0,3.196,0.218,235.23,13.6,0,0,17
12/12/2007,7:30 PM,37,34,87,NE,9,0,30.28,0,0,2.528,0,238.36,10.6,0,0,17
12/12/2007,8:00 PM,36,34,93,NE,9,0,30.28,0,0,2.708,0,240.42,11.4,0,0,18
12/12/2007,8:30 PM,36,34,93,NE,7,0,30.3,0,0,1.482,0.214,239.43,6.2,0,0,0
12/12/2007,9:00 PM,36,0,87,NNE,7,0,30.3,0,0,1.452,0.1,240.05,6,0,1,0
12/12/2007,9:30 PM,36,0,87,NE,8,0,30.3,0,0,2.31,0,239.11,9.8,0,0,13
12/12/2007,10:00 PM,36,0,87,NNE,6,0,30.3,0,0,1.632,0.23,238.19,6.8,0,0,17
12/12/2007,10:30 PM,34,0,93,NNE,7,0,30.3,0,0,0.458,0.166,242.86,2,0,1,0
12/12/2007,11:00 PM,34,0,93,NNE,7,0,30.3,0,0,0.244,0,246.94,1,0,0,0
12/12/2007,11:30 PM,34,0,93,N,6,0,30.3,0,0,0.334,0.124,244.51,1.4,0,0,0
12/13/2007,12:00 AM,32,0,100,NNE,8,0,30.3,0,1,0.27,0,242.69,1.2,0,0,0
12/13/2007,12:30 AM,0,0,100,NE,8,0,30.3,0,1,0.22,0,242.35,0.8,0,0,0
12/13/2007,1:00 AM,0,0,100,NE,9,0,30.3,0,1,0.258,0,242.33,1,0,0,0
12/13/2007,1:30 AM,0,0,100,NE,9,0,30.3,0,1,0.406,0.22,241.71,1.8,0,0,0
12/13/2007,2:00 AM,0,0,100,NE,8,0,30.3,0,1,0.226,0,244.35,1,0,0,0
12/13/2007,2:30 AM,0,0,100,NE,8,0,30.3,0,1,0.228,0,245.77,1,0,0,0
12/13/2007,3:00 AM,34,0,93,NNE,8,0,30.3,0,1,0.334,0.13,245.17,1.4,0,0,0
12/13/2007,3:30 AM,34,0,93,NNE,8,0,30.3,0,1,0.222,0,241.71,1,0,0,0
12/13/2007,4:00 AM,34,0,93,N,6,0,30.3,0,1,0.31,0.11,243.38,1.4,0,2,0
12/13/2007,4:30 AM,0,0,100,N,3,0,30.3,0,1,0.334,0.13,245.33,1.4,0,0,0
12/13/2007,5:00 AM,0,30,93,NNE,5,0,30.3,0,1,0.302,0.096,244.92,1.2,0,0,0
12/13/2007,5:30 AM,30,30,100,N,3,0,30.3,0,0,0.226,0,245.16,1,0,0,0
12/13/2007,6:00 AM,0,30,93,NNE,3,0,30.3,0,0,1.498,0.232,242.54,6.2,0,2,18
12/13/2007,6:30 AM,30,30,100,NNE,6,0,30.3,0,0,0.304,0.086,242.43,1.2,0,0,0
12/13/2007,7:00 AM,30,30,100,NNE,7,0,30.3,0,1,4.916,0,237.5,20.6,0,0,0
12/13/2007,7:30 AM,30,30,100,NNE,8,0,30.3,0,1,1.17,0.16,241.48,4.8,0,0,0
12/13/2007,8:00 AM,0,0,100,NNE,8,0,30.3,0,1,2.954,0.088,241.77,12.2,1,0,17
12/13/2007,8:30 AM,0,0,100,NNE,9,0,30.3,0,1,4.04,0,239.84,16.8,39,0,18
12/13/2007,9:00 AM,0,0,100,NNE,9,0,30.3,0,1,1.826,0.11,240.35,7.6,2,0,18
12/13/2007,9:30 AM,34,0,93,NNE,8,0,30.3,0,1,1.374,0,241.46,5.6,1,0,18
12/13/2007,10:00 AM,34,0,93,NNE,7,0,30.3,0,1,1.372,0.052,241.1,5.6,0,0,18
12/13/2007,10:30 AM,36,34,93,NNE,7,0,30.3,0,1,1.502,0.11,240.32,6.2,0,0,18
12/13/2007,11:00 AM,37,34,87,NNE,6,0,30.3,0,1,1.458,0,240.29,6,0,0,18
12/13/2007,11:30 AM,39,36,87,NE,8,0,30.3,0,0,1.526,0.066,239.62,6.4,0,0,17
12/13/2007,12:00 PM,39,36,87,NE,9,0,30.3,0,0,1.546,0.094,239.8,6.4,0,0,18
12/13/2007,12:30 PM,41,36,81,NE,12,0,30.3,0,0,1.456,0,240.02,6,0,0,18
12/13/2007,1:00 PM,41,36,81,NE,9,0,30.3,0,0,1.542,0.072,241.32,6.4,0,0,18
12/13/2007,1:30 PM,41,36,81,NE,10,0,30.3,0,0,1.672,0.23,242.18,7,0,1,18
12/13/2007,2:00 PM,43,36,76,NE,10,0,30.28,0,0,0.958,0.118,243.95,4.6,0,0,8
12/13/2007,2:30 PM,43,36,76,NE,10,0,30.28,0,0,0.48,0.09,243.04,2.2,0,0,0
12/13/2007,3:00 PM,43,36,76,NE,9,0,30.28,0,0,0.406,0,246.28,1.8,0,0,0
12/13/2007,3:30 PM,41,36,81,NNE,10,0,30.28,0,0,0.602,0.248,244.63,2.8,0,2,0
12/13/2007,4:00 PM,39,36,87,NNE,10,0,30.28,0,0,0.486,0.09,245.74,2.2,0,0,0
12/13/2007,4:30 PM,39,36,87,N,10,0,30.28,0,1,0.598,0,246.06,2.6,0,0,0
12/13/2007,5:00 PM,37,36,93,NNE,9,0,30.28,0,1,0.444,0.126,245.09,2,0,0,0
12/13/2007,5:30 PM,37,36,93,NNE,8,0,30.3,0,1,2.178,0.182,239.55,9.2,0,1,0
12/13/2007,6:00 PM,37,36,93,NNE,8,0,30.3,0,1,1.438,0,238.32,6,0,0,0
12/13/2007,6:30 PM,37,34,87,NNE,9,0,30.3,0,1,1.528,0.102,238.06,6.4,0,0,0
12/13/2007,7:00 PM,37,36,93,NNE,10,0,30.3,0,1,1.52,0.066,237.67,6.4,0,0,0
12/13/2007,7:30 PM,37,36,93,NNE,10,0,30.3,0,1,2.642,0.084,238.84,11,0,2,18
12/13/2007,8:00 PM,37,36,93,NNE,12,0,30.3,0,1,3.14,0.086,239.34,13.2,0,0,18
12/13/2007,8:30 PM,37,36,93,NNE,9,0,30.3,0,1,4.116,0.086,236.59,18,0,0,0
12/13/2007,9:00 PM,37,36,93,NNE,13,0,30.3,0,1,3.656,0.144,234.51,15.6,0,5,16
12/13/2007,9:30 PM,37,36,93,NNE,12,0,30.3,0,1,2.36,0.132,240.4,9.8,0,0,0
12/13/2007,10:00 PM,36,36,100,NNE,12,0,30.3,0,1,1.172,0,240.7,5,0,0,0
12/13/2007,10:30 PM,36,36,100,NNE,10,0,30.3,0,1,1.134,0.114,244.4,4.8,0,1,0
12/13/2007,11:00 PM,36,36,100,NNE,12,0,30.3,0,1,0.94,0.104,243.11,4,0,0,0
12/13/2007,11:30 PM,37,36,93,NNE,9,0,30.3,0,1,0.248,0,243.38,1,0,0,0
12/14/2007,12:00 AM,36,36,100,NNE,9,0,30.3,0,1,0.354,0.09,242.47,1.6,0,0,0
12/14/2007,12:30 AM,36,34,93,NNE,7,0,30.3,0,1,0.472,0.25,245.3,2.2,0,1,0
12/14/2007,1:00 AM,36,34,93,NNE,8,0,30.3,0,1,0.296,0.058,244.54,1.4,0,0,0
12/14/2007,1:30 AM,36,34,93,NNE,8,0,30.3,0,1,0.322,0.106,246.15,1.4,0,1,0
12/14/2007,2:00 AM,36,34,93,NNE,8,0,30.3,0,1,0.23,0,246.32,1,0,0,0
12/14/2007,2:30 AM,34,34,100,NE,7,0,30.3,0,1,0.448,0.272,246.8,2,0,2,0
12/14/2007,3:00 AM,34,0,93,NNE,8,0,30.3,0,1,0.304,0.102,246.76,1.2,0,0,0
12/14/2007,3:30 AM,34,34,100,NE,6,0,30.3,0,1,0.248,0,245.23,1,0,0,0
12/14/2007,4:00 AM,34,34,100,NNE,8,0,30.3,0,1,0.342,0.13,246.05,1.4,0,0,0
12/14/2007,4:30 AM,34,34,100,NE,6,0,30.3,0,1,0.306,0.096,245.34,1.2,0,0,0
12/14/2007,5:00 AM,34,0,93,NNE,6,0,30.3,0,1,1.33,0,244.29,5.4,0,0,19
12/14/2007,5:30 AM,32,0,100,NNE,7,0,30.28,0,1,0.342,0.134,246.18,1.4,0,0,0
12/14/2007,6:00 AM,34,0,93,NNE,7,0,30.28,0,1,0.236,0,246.6,1,0,0,0
12/14/2007,6:30 AM,32,0,100,NE,6,0,30.28,0,1,0.23,0,244.14,1,0,0,0
12/14/2007,7:00 AM,32,0,100,NNE,5,0,30.28,0,1,2.776,0.222,241.29,11.6,0,0,18
12/14/2007,7:30 AM,32,30,93,NNE,3,0,30.28,0,1,2.688,0,238.79,11.2,0,0,18
12/14/2007,8:00 AM,32,30,93,NNE,8,0,30.28,0,1,2.87,0,239.01,12,0,0,17
12/14/2007,8:30 AM,32,0,100,NNE,10,0,30.28,0,1,2.232,0.21,240.45,9.2,0,0,18
12/14/2007,9:00 AM,32,30,93,NNE,10,0,30.28,0,0,1.586,0,241.03,6.6,0,0,18
12/14/2007,9:30 AM,32,30,93,NNE,9,0,30.28,0,0,1.288,0,239.83,5.2,0,0,18
12/14/2007,10:00 AM,32,30,93,NNE,9,0,30.28,0,0,1.456,0.204,239.79,6,0,0,17
12/14/2007,10:30 AM,34,0,93,NNE,10,0,30.28,0,1,1.286,0,240.34,5.2,0,0,17
12/14/2007,11:00 AM,34,0,93,NNE,12,0,30.3,0,1,1.262,0,237.43,5.2,0,0,17
12/14/2007,11:30 AM,32,30,93,NNE,12,0,30.3,0,1,1.456,0.204,239.73,6,0,0,18
12/14/2007,12:00 PM,34,30,87,NNE,9,0,30.28,0,1,1.38,0.096,241.08,5.6,0,1,18
12/14/2007,12:30 PM,32,30,93,NNE,10,0,30.28,0,1,2.058,0.048,240.09,8.4,1,5,18
12/14/2007,1:00 PM,34,0,93,NNE,12,0,30.28,0,1,4.312,0.634,236.64,18.4,1,18,17
12/14/2007,1:30 PM,32,30,93,NNE,10,0,30.25,0,1,1.768,0.098,239.24,7.4,1,1,18
12/14/2007,2:00 PM,34,30,87,NE,14,0,30.25,0,1,3.168,0,238.59,13.4,0,27,17
12/14/2007,2:30 PM,34,30,87,NNE,10,0,30.25,0,1,1.528,0.222,242.49,6.2,0,0,18
12/14/2007,3:00 PM,34,30,87,NE,10,0,30.22,0,1,1.362,0,243.98,5.6,0,0,19
12/14/2007,3:30 PM,34,30,87,NE,12,0,30.22,0,1,2.136,0,244.89,8.6,0,0,18
12/14/2007,4:00 PM,34,30,87,NNE,12,0,30.22,0,1,1.668,0.126,246.14,6.8,0,0,18
12/14/2007,4:30 PM,36,30,81,NNE,13,0,30.22,0,1,1.64,0.108,244.55,6.8,0,2,18
12/14/2007,5:00 PM,36,30,81,NE,12,0,30.22,0,1,1.392,0.076,240.28,5.8,0,0,17
12/14/2007,5:30 PM,36,30,81,NE,10,0,30.19,0,1,1.398,0.098,238.32,5.8,0,0,18
12/14/2007,6:00 PM,36,0,87,NE,16,0,30.19,0,1,2.464,0.092,236.95,10.4,0,0,17
12/14/2007,6:30 PM,36,30,81,NNE,13,0,30.22,0,1,1.346,0.068,235.7,5.6,0,0,0
12/14/2007,7:00 PM,34,30,87,NE,15,0,30.22,0,1,1.988,0.254,234.44,8.6,0,0,0
12/14/2007,7:30 PM,36,30,81,NE,15,0,30.19,0,1,0.814,0.15,240.18,3.4,0,0,0
12/14/2007,8:00 PM,36,30,81,NE,14,0,30.19,0,1,1.544,0.48,240.05,6.6,0,0,0
12/14/2007,8:30 PM,36,30,81,NE,13,0,30.19,0,1,1.198,0.136,243.85,4.8,0,0,0
12/14/2007,9:00 PM,34,28,81,ENE,12,0,30.19,0,1,0.502,0.154,240.81,2.2,0,0,0
12/14/2007,9:30 PM,34,28,81,ENE,12,0,30.19,0,1,0.656,0.384,239.93,3,0,0,0
12/14/2007,10:00 PM,34,28,81,NE,12,0,30.19,0,1,0.64,0.328,240.39,3,0,1,0
12/14/2007,10:30 PM,34,28,81,ENE,13,0,30.19,0,1,0.502,0.162,242.73,2.2,0,0,0
12/14/2007,11:00 PM,34,28,81,ENE,13,0,30.19,0,1,0.914,0.246,243.01,3.8,0,0,0
12/14/2007,11:30 PM,34,28,81,NE,14,0,30.16,0,1,0.914,0.288,244.02,3.8,0,0,0
12/15/2007,12:00 AM,34,27,75,ENE,13,0,30.16,0,1,0.474,0.29,244.88,2.2,0,2,0
12/15/2007,12:30 AM,34,27,75,ENE,13,0,30.16,0,1,2.034,0.082,244.08,8.2,0,0,0
12/15/2007,1:00 AM,32,27,80,ENE,16,0,30.16,0,1,1.384,0.086,237.95,5.8,0,0,18
12/15/2007,1:30 AM,32,27,80,ENE,16,0,30.16,0,1,1.304,0,241.06,5.4,0,0,17
12/15/2007,2:00 AM,32,25,75,ENE,12,0,30.16,0,1,0.226,0,242.64,1,0,0,0
12/15/2007,2:30 AM,32,25,75,ENE,12,0,30.16,0,1,0.33,0.118,244.27,1.4,0,0,0
12/15/2007,3:00 AM,32,25,75,ENE,13,0,30.16,0,1,0.232,0,247.64,1,0,0,0
12/15/2007,3:30 AM,32,25,75,NE,12,0,30.16,0,1,0.23,0,245.5,1,0,0,0
12/15/2007,4:00 AM,32,25,75,ENE,14,0,30.16,0,1,0.334,0.124,246.13,1.4,0,0,0
12/15/2007,4:30 AM,32,25,75,E,13,0,30.16,0,1,0.306,0.092,245.89,1.2,0,0,0
12/15/2007,5:00 AM,32,25,75,ENE,15,0,30.16,0,1,0.226,0,244.13,1,0,0,0
12/15/2007,5:30 AM,32,25,75,ENE,12,0,30.16,0,1,0.328,0.12,245.04,1.4,0,0,0
12/15/2007,6:00 AM,32,25,75,ENE,12,0,30.13,0,1,0.236,0,246.86,1,0,0,0
12/15/2007,6:30 AM,32,25,75,ENE,13,0,30.13,0,1,0.236,0,247.16,1,0,0,0
12/15/2007,7:00 AM,32,23,69,E,14,0,30.13,0,1,0.41,0.234,246.67,1.8,0,0,0
12/15/2007,7:30 AM,32,23,69,E,12,0,30.13,0,1,0.86,0,244.39,3.4,0,0,0
12/15/2007,8:00 AM,32,23,69,ENE,8,0,30.13,0,1,3.076,0.088,241.27,12.6,0,1,18
12/15/2007,8:30 AM,30,23,75,ENE,9,0,30.13,0,0,3.096,0.186,242.06,12.8,0,0,18
12/15/2007,9:00 AM,30,23,75,NE,10,0,30.13,0,0,1.772,0.056,241.74,7.2,0,1,18
12/15/2007,9:30 AM,28,23,80,NE,9,0,30.13,0,0,1.332,0,241.71,5.4,0,0,18
12/15/2007,10:00 AM,30,25,80,NNE,10,0,30.13,0,0,1.546,0.33,241.45,6.4,0,1,18
12/15/2007,10:30 AM,32,25,75,NE,12,0,30.13,0,0,1.498,0,242,6.2,0,0,18
12/15/2007,11:00 AM,34,25,70,NE,14,0,30.13,0,0,2.64,0.146,238.03,11.2,0,17,17
12/15/2007,11:30 AM,34,25,70,ENE,14,0,30.13,0,0,4.276,0.2,236.75,18,37,2,17
12/15/2007,12:00 PM,34,25,70,ENE,12,0,30.13,0,0,2.124,0.314,235.91,9,0,0,17
12/15/2007,12:30 PM,36,25,65,ENE,14,0,30.1,0,0,1.616,0.1,241.68,6.6,0,0,18
12/15/2007,1:00 PM,36,23,60,ENE,15,0,30.1,0,0,0.588,0.234,242.73,2.6,0,2,0
12/15/2007,1:30 PM,37,23,56,ENE,14,0,30.1,0,0,1.51,0.18,239.52,6.2,0,0,19
12/15/2007,2:00 PM,37,23,56,ENE,15,0,30.1,0,0,1.982,0.232,243.17,8.2,0,0,19
12/15/2007,2:30 PM,37,23,56,ENE,15,0,30.1,0,0,3.85,0,240.97,15.8,0,36,17
12/15/2007,3:00 PM,37,23,56,ENE,14,0,30.07,0,0,1.454,0.052,242.47,6,0,0,18
12/15/2007,3:30 PM,37,25,60,ENE,15,0,30.07,0,0,1.472,0.084,244.67,6,0,0,18
12/15/2007,4:00 PM,37,23,56,ENE,15,0,30.07,0,0,1.684,0.116,244.46,6.8,0,3,18
12/15/2007,4:30 PM,37,25,60,ENE,15,0,30.07,0,0,2.282,0.166,240.7,9.4,0,2,17
12/15/2007,5:00 PM,36,23,60,ENE,12,0,30.07,0,0,2.59,0,236.43,10.8,0,0,18
12/15/2007,5:30 PM,36,25,65,NE,9,0,30.1,0,0,4.4,0.066,234.61,18.6,0,0,17
12/15/2007,6:00 PM,34,25,70,NE,8,0,30.1,0,0,5.486,0,233.21,23.4,37,0,17
12/15/2007,6:30 PM,34,25,70,NE,8,0,30.1,0,0,3.798,0.068,236.92,16.2,0,1,17
12/15/2007,7:00 PM,32,25,75,NE,8,0,30.1,0,0,3.628,0.054,233.7,15.4,0,1,17
12/15/2007,7:30 PM,32,25,75,NE,9,0,30.1,0,0,2.89,0.066,236.7,12.2,0,0,17
12/15/2007,8:00 PM,32,25,75,ENE,9,0,30.1,0,0,4.518,0.182,233.74,19.2,0,0,17
12/15/2007,8:30 PM,32,25,75,NE,8,0,30.1,0,0,4.138,0.07,234.3,17.6,0,0,17
12/15/2007,9:00 PM,32,25,75,NE,9,0,30.13,0,0,3.854,0.054,235.83,16.2,0,1,17
12/15/2007,9:30 PM,30,25,80,NE,9,0,30.13,0,0,2.248,0.05,239.49,9.4,0,0,0
12/15/2007,10:00 PM,30,25,80,ENE,9,0,30.13,0,0,1.112,0.06,240.67,4.6,0,0,0
12/15/2007,10:30 PM,30,25,80,ENE,9,0,30.13,0,0,1.14,0.096,244.55,4.6,0,0,0
12/15/2007,11:00 PM,30,25,80,ENE,10,0,30.13,0,0,1.894,0.134,245.19,7.8,0,2,0
12/15/2007,11:30 PM,30,25,80,ENE,9,0,30.13,0,0,2.206,0.072,245.3,9,0,0,0
12/16/2007,12:00 AM,30,23,75,NE,8,0,30.13,0,0,2.052,0.056,245.84,8.2,0,0,0
12/16/2007,12:30 AM,28,23,80,ENE,10,0,30.13,0,0,0.494,0.1,244.05,2.2,0,0,0
12/16/2007,1:00 AM,28,23,80,ENE,8,0,30.13,0,0,1.382,0.156,245.71,5.6,0,0,0
12/16/2007,1:30 AM,28,23,80,ENE,8,0,30.13,0,0,1.786,0.05,242.56,7.2,0,0,0
12/16/2007,2:00 AM,28,23,80,ENE,8,0,30.13,0,0,1.402,0.098,245.7,5.6,0,0,0
12/16/2007,2:30 AM,28,23,80,ENE,8,0,30.13,0,0,1.384,0.068,246.83,5.6,0,0,0
12/16/2007,3:00 AM,28,23,80,ENE,7,0,30.13,0,0,0.538,0,246.57,2.2,0,0,0
12/16/2007,3:30 AM,27,23,86,ENE,7,0,30.13,0,0,0.72,0.24,246.92,3,0,2,0
12/16/2007,4:00 AM,27,23,86,ENE,8,0,30.13,0,0,2.18,0.056,245.11,8.8,0,0,0
12/16/2007,4:30 AM,27,23,86,ENE,9,0,30.13,0,0,2.408,0.05,245.3,9.8,0,0,18
12/16/2007,5:00 AM,27,23,86,ENE,8,0,30.13,0,0,0.634,0.11,247.35,2.6,0,0,0
12/16/2007,5:30 AM,27,21,80,ENE,7,0,30.13,0,0,0.704,0.178,246.38,3,0,0,0
12/16/2007,6:00 AM,27,21,80,ENE,7,0,30.13,0,0,1.602,0.086,246.67,6.6,0,1,0
12/16/2007,6:30 AM,27,21,80,NE,7,0,30.13,0,0,1.304,0,245.35,5.2,0,0,0
12/16/2007,7:00 AM,25,21,86,NE,8,0,30.13,0,0,0.41,0.218,246.46,1.8,0,0,0
12/16/2007,7:30 AM,25,21,86,NE,8,0,30.13,0,0,0.224,0,245.72,1,0,0,0
12/16/2007,8:00 AM,25,21,86,NE,8,0,30.16,0,0,1.468,0,243.22,6,0,0,0
12/16/2007,8:30 AM,25,21,86,NE,7,0,30.16,0,0,0.996,0.228,245.22,4.6,0,0,0
12/16/2007,9:00 AM,25,21,86,NE,7,0,30.16,0,0,1.03,0,243.98,4.2,0,0,0
12/16/2007,9:30 AM,25,21,86,NE,7,0,30.16,0,0,1.134,0.05,242.91,5.8,0,0,0
12/16/2007,10:00 AM,25,21,86,NNE,6,0,30.16,0,0,1.554,0.188,241.84,6.4,0,0,0
12/16/2007,10:30 AM,28,23,80,NE,9,0,30.16,0,0,5.076,0.078,236.34,21.4,37,0,17
12/16/2007,11:00 AM,28,23,80,NE,9,0,30.19,0,0,1.948,0.07,238.71,8.2,0,0,17
12/16/2007,11:30 AM,30,23,75,ENE,10,0,30.19,0,0,1.642,0.16,237.33,7,0,0,17
12/16/2007,12:00 PM,30,23,75,ENE,12,0,30.19,0,0,5.178,0.11,232.01,22.2,0,36,17
12/16/2007,12:30 PM,32,23,69,ENE,10,0,30.19,0,0,3.014,0.15,240.43,12.6,1,5,18
12/16/2007,1:00 PM,32,25,75,NE,9,0,30.16,0,0,3.936,0.39,240.17,16.4,0,17,18
12/16/2007,1:30 PM,34,25,70,NE,8,0,30.16,0,0,1.746,0.2,246.2,7.2,0,0,18
12/16/2007,2:00 PM,34,25,70,NE,9,0,30.16,0,0,1.59,0.056,244.5,6.6,0,0,19
12/16/2007,2:30 PM,34,25,70,NE,12,0,30.13,0,0,3.268,0,244.03,13.4,0,4,18
12/16/2007,3:00 PM,34,25,70,NE,12,0,30.13,0,0,2.828,0.22,242.85,11.6,1,2,18
